thr_abs,turnover,mean_ret,sharpe,impact_adj_ret,horizon
3.9458274841308594e-05,0.3206831119544592,-0.00052997463254085,-0.20320989244385776,-0.0006903161885180796,1
0.00015735626220703125,0.4307400379506641,-0.001898675035466349,-0.9424256980725001,-0.0021140450544416814,1
0.0001749098300933838,0.3927893738140417,-0.0027951323198639596,-1.3545988387525056,-0.0029915270067709804,1
0.00020763278007507324,0.3738140417457306,-0.001392746164525446,-0.5122332463130069,-0.0015796531853983114,1
0.0002111196517944336,0.34345351043643263,-0.0016278956584982053,-1.2826868596228718,-0.0017996224137164217,1
0.013768523931503296,0.3700189753320683,-0.002482082059591399,-0.9732221659609538,-0.0026670915472574333,1
0.018762171268463135,0.31309297912713474,-0.0006170567853797705,-0.24031815526895556,-0.0007736032749433378,1
0.019527018070220947,0.396584440227704,-0.0015796165162683088,-0.841289047834125,-0.0017779087363821607,1
0.019876599311828613,0.4117647058823529,-0.0025921125748856215,-1.309042404129363,-0.002797994927826798,1
0.021889328956604004,0.36622390891840606,-0.002581835972025542,-1.0396050546945157,-0.002764947926484745,1
0.02240884304046631,0.3055028462998102,-0.0015466807264101802,-1.3049658847902001,-0.0016994321495600853,1
0.0294816792011261,0.3055028462998102,-0.001130084150015254,-0.44585409971117573,-0.0012828355731651592,1
0.029822707176208496,0.3548387096774194,-0.0017223909590897445,-0.9406261052505418,-0.0018998103139284542,1
0.03253829479217529,0.3927893738140417,-0.0021730054926662793,-1.1558982076076807,-0.0023694001795733,1
0.03440740704536438,0.3776091081593928,-0.0024875542218026174,-1.0414834512111197,-0.002676358775882314,1
0.036165595054626465,0.2903225806451613,-0.001357544234626991,-1.1932100702206594,-0.0015027055249495717,1
0.04083538055419922,0.32827324478178366,-0.0011747614210283442,-0.6625279139206969,-0.0013388980434192361,1
0.04335261881351471,0.2675521821631879,-0.0017418528515349184,-0.7070401648346736,-0.0018756289426165125,1
0.044401854276657104,0.3548387096774194,-0.0016866781679251593,-0.9263136569327879,-0.001864097522763869,1
0.0473480224609375,0.27514231499051234,-0.001296713338262503,-1.186481455061922,-0.0014342844957577591,1
5.453824996948242e-06,0.36,0.0013315103870090146,0.2507733068365014,0.0011515103870090146,3
0.00023412704467773438,0.009523809523809525,-0.003797421500768981,-1.7873470690893754,-0.0038021834055308856,3
0.0003196597099304199,0.29904761904761906,-0.0034178291738581274,-0.9817216804331884,-0.003567352983381937,3
0.0003365762531757355,0.20761904761904762,-0.001586908624283803,-0.45916734633228146,-0.0016907181480933268,3
0.0008142292499542236,0.19238095238095237,-0.013705270657289947,-2.95988196733116,-0.013801461133480422,3
0.024941831827163696,0.3142857142857143,0.0004477780766228572,0.09177501150388602,0.00029063521948000006,3
0.03233230113983154,0.2876190476190476,-0.0034424101651009532,-1.0547887432854492,-0.003586219688910477,3
0.03431243449449539,0.22666666666666666,-0.0024349298806874337,-0.7502835537486391,-0.002548263214020767,3
0.03466734290122986,0.1580952380952381,-0.011188374649622006,-2.5044466667270795,-0.011267422268669626,3
0.040207225084304805,0.26857142857142857,0.00043151640167505444,0.0934642239449961,0.00029723068738934016,3
0.0504393458366394,0.26857142857142857,-0.0028784493711889545,-0.9103957815811151,-0.003012735085474669,3
0.05303285121917724,0.15428571428571428,-0.011010694068369025,-2.499585885332874,-0.011087836925511883,3
0.05576087236404419,0.20761904761904762,-0.0022434169231644032,-0.704450330014354,-0.002347226446973927,3
0.05584474354982376,0.23809523809523808,0.0019996003991460637,0.5155423014214601,0.0018805527800984446,3
0.0558929443359375,0.017142857142857144,-0.0040503726146544515,-1.9230169435179632,-0.0040589440432258804,3
0.06796882152557374,0.13142857142857142,-0.012165782411909557,-2.7916478671856195,-0.012231496697623842,3
0.07320793271064754,0.24571428571428572,-0.0032225866553844827,-1.0370641295446177,-0.0033454437982416256,3
0.07681455612182617,0.02095238095238095,-0.004080065957960359,-1.9367954795087543,-0.0040905421484365495,3
0.07803683578968047,0.21523809523809523,-0.0019240124102137591,-0.6521189619620487,-0.0020316314578328067,3
0.10366718769073484,0.03619047619047619,-0.003796978055741706,-1.81498599319406,-0.003815073293836944,3
5.6684017181396484e-05,0.255278310940499,-0.025442604925343955,-3.1603656332086136,-0.025570244080814205,7
6.298720836639404e-05,0.3704414587332054,0.012736965423499221,1.4282544193454503,0.012551744694132618,7
0.00012570619583129883,0.1785028790786948,-0.0009790760634364255,-0.1778022236675972,-0.001068327502975773,7
0.00037598609924316406,0.255278310940499,-2.263241049389174e-05,-0.004375452638556267,-0.00015027156596414127,7
0.0008274316787719727,0.04030710172744722,-0.007126556860493381,-2.277485360637819,-0.007146710411357104,7
0.021265357732772827,0.3550863723608445,0.009789538571439639,1.246072819258255,0.009611995385259217,7
0.028547048568725586,0.16314779270633398,-0.0017750981961668407,-0.3261649874858851,-0.0018566720925200077,7
0.03355182707309723,0.2667946257197697,0.003575744061359761,0.7771703777278309,0.0034423467484998764,7
0.03398242890834808,0.32437619961612285,0.010555627804718767,1.4127145017351666,0.010393439704910705,7
0.03775915503501892,0.20153550863723607,-0.022333193104394126,-3.0451717665798337,-0.022433960858712746,7
0.03959465026855469,0.044145873320537425,-0.006573589790202317,-2.1486842111321907,-0.006595662726862586,7
0.04676164984703064,0.28598848368522073,0.010983054654818077,1.5953063898508197,0.010840060412975467,7
0.049625921249389644,0.23224568138195778,0.002714619265760253,0.6379322851397716,0.002598496425069274,7
0.05194541215896606,0.20153550863723607,-0.0032676226766248087,-0.6183020814919664,-0.0033683904309434265,7
0.05376551151275634,0.19001919385796545,-0.019667055636127462,-2.904207021556944,-0.019762065233056444,7
0.06220462322235107,0.044145873320537425,-0.006573589790202317,-2.1486842111321907,-0.006595662726862586,7
0.06359649896621704,0.18618042226487524,0.0022559615600568823,0.5410017965729214,0.0021628713489244447,7
0.07341310977935792,0.15163147792706333,-0.016421973626598516,-2.6568861874652,-0.016497789365562048,7
0.07365237474441529,0.19769673704414586,-0.0024677094918652367,-0.47357308815449944,-0.0025665578603873097,7
0.08318487405776978,0.05182341650671785,-0.006387313014392519,-2.1035040048569176,-0.0064132247226458775,7
